44293,Shannah,23,711138
106553,Lizzie,49,281525
118442,Gloria,61,742571
120527,Marline,39,870077
125614,Cissiee,71,139348
193077,Vevay,31,809122
199930,Raquela,33,420379
205260,Robbi,42,1234227
221111,Wynne,22,639363
259068,Margalo,31,1148733
332397,Alisha,43,298193
361200,Caressa,64,202165
369200,Hyacinthe,20,46985
394677,Demetris,25,966990
396499,Jessy,44,1003721
431575,Eve,70,1317096
529792,Fayre,24,1342224
549012,Marline,47,610224
790871,Ariela,35,344416
904669,Roseline,46,874773
959999,Magdalena,56,760014
969016,Queenie,53,646797
